filepath,class_name,label,split
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_431.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_24.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_136.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_14.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_304.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_184.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_276.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_252.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_272.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_215.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_102.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_309.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_30.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_226.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_80.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_238.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_444.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_313.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_265.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_270.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_385.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_286.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_105.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_23.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_118.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_144.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_186.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_91.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_320.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_36.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_280.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_152.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_352.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_260.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_323.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_228.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_418.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_460.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_263.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_428.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_441.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_29.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_245.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_78.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_481.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_303.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_246.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_18.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_239.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_289.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_207.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_339.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_166.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_132.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_454.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_147.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_213.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_179.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_229.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_363.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_257.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_437.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_312.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_361.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_182.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_19.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_295.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_336.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_198.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_37.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_393.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_261.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_26.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_4.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_282.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_5.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_109.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_104.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_341.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_48.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_382.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_183.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_73.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_259.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_357.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_122.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_169.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_302.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_60.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_395.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_47.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_185.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_237.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_279.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_247.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_41.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_325.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_290.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_405.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_176.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_446.jpg,bacterial_blight,0,train
/kaggle/input/datasets/shreyastiwari31/asdid-484/asdid_484/bacterial_blight/bacterial_blight_379.jpg,bacterial_blight,0,train
